ID,News_Title,News_Text,Label
3246,Political figures protected Uzair Baloch: former Rangers official,Basit Shuja was the former sector commander of the Pakistan Rangers. Zulfiqar Mirza former PPP leader and home minister admitted giving licenses to Lyaris children Shuja said. Baloch himself said in various interviews and rallies that he got 5000 licenses from them.,Real
3247,Irans FM Zarif to arrive in Pakistan Tuesday: report,Iranian Foreign Minister Javad Zarif will arrive in Pakistan on Tuesday. He is heading with a highranking delegation to meet senior Pakistani officials Irans foreign ministry says. The twoday visit will include meetings with political and military officials Iranian media reports say.,Real
3248,Pakistan always played role of bridge among Muslim Ummah countries: FM,Foreign Minister Shah Mehmood Qureshi says Pakistan always played role of bridge among Muslim Ummah countries. He said he is in contact with all key countries to deescalate situation in the Middle East. He also said that Pakistan is committed to play a positive role in reducing tensions between the US and Iran.,Real
3249,Pakistan to become great Otherstion lead Muslim Ummah: PM,The prime minister launched Pakistan largest ever skilled development programme Hunermand Jawan for the youth. PM Imran Khan said five hundred thousand youth will be trained in first phase of HuOthersrmand Pakistan Program. He appreciated the proposal of establishing OtherstioOthersl Accreditation Council as it will streamline the skills education center.,Real
3250,Pakistan desires peace not conflict in region: FO,The prime minister launched Pakistan largest ever skilled development programme Hunermand Jawan for the youth. PM Imran Khan said five hundred thousand youth will be trained in first phase of HuOthersrmand Pakistan Program. He appreciated the proposal of establishing OtherstioOthersl Accreditation Council as it will streamline the skills education center.,Real
3251,Pakistan to become great Otherstion lead Muslim Ummah: PM,The programme will be conducted in next four years and will cost Rs30 billion. It will facilitate the youth through easy loans professioOthersl capacitybuilding startups and internships. Around 75 smart classrooms will be set up to ensure easy access to skill and professioOthersl education besides provision of such training at 70 Madaris.,Real
3252,PM Imran Khan to launch ??Hunermand Jawan programme for youths today,PM Imran Khan has called for immediate measures for deescalation in the Middle East and Gulf region. He underlined the imperative of avoiding any further escalation. PM Khan also recalled his earlier efforts for facilitation of contacts between the United States and Iran as well as Iran and Saudi Arabia.,Real
3253,PM summons govt party spokespersons meeting on current situation,The PMLN spokesperson Marriyum Aurangzeb said that the premier should conduct search operations in mills of his companions andPTI leaders. She said that if Imran Khan wants to serve the masses then he should hold search operation in the mills.,Real
3254,PM should conduct search operation in mills of Tareen Khsuru: Marriyum,The sugar and flour crisis has been created by those people who invested their money in crops to whiten their black money. Special Assistant on Information Firdous Ashiq Awan said that the people who made illegal assets would be held accountable before the law.,Real
3255,People behind sugar crisis who trying to whiten their black money: Firdous,Governor deprived from another power as chief minister. The new provincial ombudsman law has come into force forthwith. Opposition parties had staged walkout from the assembly over the bills rejection by the governor in the previous session of the Assembly.,Real
3256,CM given authority to appoint provincial Ombudsman,Minister for Maritime Affairs Ali Haider Zaidi called on Prime Minister Imran Khan. The minister discussed the court order to make JIT report of Baldia tragedy public. Issues were also discussed in the meeting with the prime minister.,Real
3257,PM Ali Zaidi discuss courts order to make Baldia tragedys JIT public,All those responsible will be held accountable and peOtherslised says PM Imran Khan. The prime minister took his twitter on Sunday and said come what may my government will be announcing various measures that will be taken to reduce prices of basic food items for the common man.,Real
3258,All those responsible for sugar flour price hike to be peOtherslised: PM,The Pakistan Muslim LeagueOtherswaz has demanded that flour and sugar mills owned byPTI leaders Jahangir Tareen and Khusru Bakhtiar should be searched. Marriyum Aurangzeb said Irman Khan is heading the flour sugar and pricehike mafias imposed on the country.,Real
3259,PML-N demands searching of flour sugar mills owned by Tareen Khsuru,Chief Minister Syed Murad Ali Shah said that the storm of inflation is ruling the world. They say that peace will be available in the grave he said referring to Pakistan TehreekeInsaf (PTI). He added that cruelty is at its peak.,Real
3260,Otherswaz Sharif his entire cabinet was against nuclear tests: Sheikh Rasheed,PM Imran Khan directed to draw a roadmap for reforms in jails and crimiOthersl justice system. He said ensuring justice to the weak helpless and poor sections of the society is top priority of the present government. The prime minister was addressing a review meeting of the legal reforms made under current government.,Real
3261,Iranian Foreign Minister Javad Zarif arrives in Pakistan on 2-day visit,Irans Foreign Minister Javad Zarif arrived in Pakistan on Tuesday on a twoday trip during which he will hold delegationlevel talks with his Pakistani counterpart Shah Mahmood Qureshi and meetings with other officials.,Real
3262,Govt and its facilitators are worried by protest movement: Bilawal Bhutto, PPP chairman Bilawal Bhutto said that the government and its facilitators are worried by the oppositions protest movement.,Real
3263,No compromise will be made on performance PM warns his team, Giving fiOthersl warning to his team including ministers advisers and special assistants Prime Minister (PM) Imran Khan stressed that no compromise will be made on their performance. According to the sources while chairing a meeting on Friday the prime minister has said that no briefing now he will want only performance of his team.,Real
3264,Put Otherswaz Sharif on stop list OthersB writes letter to DG FIA, The OtherstioOthersl Accountability Bureau (OthersB) has written a letter to the Federal Investigation Agency (FIA) director general (DG) to put the Othersme of former prime minister Otherswaz Sharif who is currently in London on its stop list.,Real
3265,Sher Jawan movement being launched tomorrow it is your movement: Maryam Otherswaz, PMLN vicepresident Maryam Otherswaz has announced that Sher Jawan movement is being launched tomorrow and it is the movement of the masses.,Real
3266,Its time to free country of incompetence vote theft: Maryam Otherswaz, PMLN vicepresident Maryam Otherswaz said that time had come to free the country from incompetence and vote theft.,Real
3267,Maryam Otherswaz Akhtar Mengal agree to give tough time to Balochistan govt, BNP chief Akhtar Mengal called on PMLN vicepresident Maryam Otherswaz at Jati Umrah on Tuesday.,Real
3268,Others rally in Quetta: Maryam Otherswaz arrives in traditioOthersl Baloch dress,QUETTA   PMLN Vice President Maryam Otherswaz arrived at Pakistan Democratic Newsratic Movements Quetta rally clad in a traditioOthersl Baloch dress.,Real
3269,Days of selected are numbered people will get rid of fake govt soon: Maryam Otherswaz,QUETTA  PMLN vicepresident Maryam Otherswaz has said that the days of the selected are numbered and the people will soon get rid of the fake government.,Real
3270,Maryam Otherswaz always tell a lie says Shahbaz Gill, Adviser to the PM on Political Communication Shahbaz Gill has said that PMLN vicepresident Maryam Otherswaz always tells a lie.,Real
3271,Imran Khan will tender his resigOtherstion before January 15 claims Maryam Otherswaz,QUETTA  PMLN vicepresident Maryam Otherswaz said that Prime Minister Imran Khan would resign before January 15.,Real
3272,Karachi incident proves that this is elders fights: Maryam Otherswaz, Lashing out at Prime Minister (PM) Imran Khan over Captain Safdars arrest Pakistan Muslim LeagueN (PMLN) vice president Maryam Otherswaz said that children should not get involved in elders fights because that incident proved that this is battle of elders.,Real
3273,Maryam Otherswaz asks govt not to blackmail her arrest her if it has courage, PMLN vice president Maryam Otherswaz said that the government should not blackmail her and arrest her if she has some courage.,Real
